file,index,before_pt,after_pt,before_area,after_area
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4767(iou_0.00).bmp,4529,190,32,32654,32580,0.226618
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4768(iou_0.00).bmp,4530,2218,180,95409,95497,19334385840947200.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4769(iou_0.00).bmp,4531,1454,351,50915,50522,0.771875
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4770(iou_0.00).bmp,4532,817,97,50013,49667,0.691820
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4771(iou_0.00).bmp,4533,485,100,34289,34361,53797849816629248.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4772(iou_0.00).bmp,4534,371,88,9584,9535,0.511269
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4774(iou_0.00).bmp,4535,238,55,5217,5179,0.728388
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4775(iou_0.00).bmp,4536,489,90,49060,48868,0.391358
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4776(iou_0.00).bmp,4537,1213,116,60188,60197,30648540879388672.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4777(iou_0.00).bmp,4538,701,74,55758,56109,33083583325274112.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4778(iou_0.00).bmp,4539,1743,128,77177,77225,23901866664394752.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4779(iou_0.00).bmp,4540,1788,146,92402,92369,0.035714
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4780(iou_0.00).bmp,4541,869,150,95470,94701,0.805489
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4781(iou_0.00).bmp,4542,2028,133,96518,95923,0.616465
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4782(iou_0.00).bmp,4543,1768,141,111126,111403,16599845661835264.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4783(iou_0.00).bmp,4544,1333,160,97938,96755,1.207907
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4784(iou_0.00).bmp,4545,182,19,24701,24130,2.311647
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4785(iou_0.00).bmp,4546,195,28,16403,16325,0.475523
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4786(iou_0.00).bmp,4547,919,80,53154,53081,0.137337
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4787(iou_0.00).bmp,4548,1418,333,79293,79129,0.206828
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4788(iou_0.00).bmp,4549,2405,167,109491,110017,16847726478098432.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4789(iou_0.00).bmp,4550,782,93,73137,72757,0.519573
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4790(iou_0.00).bmp,4551,520,58,29117,28947,0.583851
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4791(iou_0.00).bmp,4552,1502,127,55090,54617,0.858595
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4792(iou_0.00).bmp,4553,746,67,43107,43010,0.225021
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4793(iou_0.00).bmp,4554,824,161,96956,96967,19025891224977408.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4794(iou_0.00).bmp,4555,1426,308,129514,129681,14243050003890176.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4795(iou_0.00).bmp,4556,1182,85,48918,48623,0.603050
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4796(iou_0.00).bmp,4557,2455,434,94127,93723,0.429207
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4797(iou_0.00).bmp,4558,1195,227,60816,60786,0.049329
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4798(iou_0.00).bmp,4559,2079,199,108420,108171,0.229662
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4799(iou_0.00).bmp,4560,2404,120,95491,94849,0.672315
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4800(iou_0.00).bmp,4561,203,26,21051,21158,87628826170884096.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4801(iou_0.00).bmp,4562,1449,95,75979,76395,24278739307200512.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4802(iou_0.00).bmp,4563,907,117,93568,92025,1.649068
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4803(iou_0.00).bmp,4564,1057,160,98031,96345,1.719864
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4804(iou_0.00).bmp,4565,2883,708,90657,90145,0.564766
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4805(iou_0.00).bmp,4566,1106,104,51187,50723,0.906480
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4806(iou_0.00).bmp,4567,1896,235,101527,101095,0.425503
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4807(iou_0.00).bmp,4568,507,115,18258,18186,0.394348
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4808(iou_0.00).bmp,4569,534,65,33212,32603,1.833675
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4809(iou_0.00).bmp,4570,903,93,64261,64653,28705970121080832.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4810(iou_0.00).bmp,4571,1619,174,97754,96363,1.422960
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4811(iou_0.00).bmp,4572,2020,434,125429,124983,0.355580
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4812(iou_0.00).bmp,4573,298,34,13680,13776,134844621426524160.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4813(iou_0.00).bmp,4574,582,98,26821,26819,0.007457
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4814(iou_0.00).bmp,4575,1868,190,99880,99153,0.727873
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4815(iou_0.00).bmp,4576,1128,208,52120,51826,0.564083
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4816(iou_0.00).bmp,4577,2113,187,98546,98048,0.505348
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4817(iou_0.00).bmp,4578,1240,264,35776,35272,1.408766
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4818(iou_0.00).bmp,4579,17,6,164,165,11248014947264757760.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4819(iou_0.00).bmp,4580,2170,156,94255,93585,0.710838
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4820(iou_0.00).bmp,4581,2608,602,133906,132771,0.847610
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4821(iou_0.00).bmp,4582,955,87,60666,60177,0.806053
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4822(iou_0.00).bmp,4583,174,19,13609,13504,0.771548
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4823(iou_0.00).bmp,4584,47,6,4387,4296,2.074311
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4824(iou_0.00).bmp,4585,658,79,67183,66329,1.271155
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4825(iou_0.00).bmp,4586,1005,77,59810,59946,30842239609470976.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4826(iou_0.00).bmp,4587,990,64,49206,49164,0.085355
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4827(iou_0.00).bmp,4588,89,15,15771,15705,0.418490
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4828(iou_0.00).bmp,4589,433,53,31838,31147,2.170362
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4829(iou_0.00).bmp,4590,722,83,80849,81060,22816292205494272.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4830(iou_0.00).bmp,4591,578,61,29687,29961,62137447944814592.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4831(iou_0.00).bmp,4592,740,73,61306,60879,0.696506
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4832(iou_0.00).bmp,4593,172,32,32907,32830,0.233993
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4833(iou_0.00).bmp,4594,2224,173,94609,94570,0.041222
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4834(iou_0.00).bmp,4595,1723,397,60892,60459,0.711095
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4835(iou_0.00).bmp,4596,770,96,53252,53099,0.287313
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4836(iou_0.00).bmp,4597,481,119,16855,16841,0.083061
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4837(iou_0.00).bmp,4598,225,54,1711,1645,3.857393
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4838(iou_0.00).bmp,4599,173,47,4158,4137,0.505050
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4839(iou_0.00).bmp,4600,49,12,752,735,2.260638
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4840(iou_0.00).bmp,4601,781,156,40806,40606,0.490124
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4841(iou_0.00).bmp,4602,1251,114,57709,57592,0.202741
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4842(iou_0.00).bmp,4603,697,74,55650,56102,33147788791382016.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4843(iou_0.00).bmp,4604,1787,115,78480,78378,0.129969
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4844(iou_0.00).bmp,4605,1810,154,94315,94171,0.152680
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4845(iou_0.00).bmp,4606,848,135,97129,96393,0.757755
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4846(iou_0.00).bmp,4607,2032,126,97970,97765,0.209248
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4847(iou_0.00).bmp,4608,1788,158,109384,109466,16864207341355008.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4848(iou_0.00).bmp,4609,1289,146,98050,96767,1.308516
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4849(iou_0.00).bmp,4610,190,25,24020,23722,1.240633
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4850(iou_0.00).bmp,4611,203,23,15082,14837,1.624453
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4851(iou_0.00).bmp,4612,958,103,53531,53681,34459927070113792.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4852(iou_0.00).bmp,4613,1516,323,56759,56562,0.347082
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4853(iou_0.00).bmp,4614,2435,166,109565,109884,16836346962247680.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4854(iou_0.00).bmp,4615,848,91,72327,72171,0.215687
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4855(iou_0.00).bmp,4616,541,54,28538,28566,64639232034996224.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4856(iou_0.00).bmp,4617,1387,114,56098,56000,0.174694
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4857(iou_0.00).bmp,4618,750,65,42402,42179,0.525919
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4858(iou_0.00).bmp,4619,821,161,98880,99106,18655688666382336.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4859(iou_0.00).bmp,4620,2061,494,135505,135226,0.205896
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4860(iou_0.00).bmp,4621,1161,75,48046,47695,0.730550
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4861(iou_0.00).bmp,4622,2116,332,96024,95578,0.464467
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4862(iou_0.00).bmp,4623,1100,246,49196,49113,0.168713
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4863(iou_0.00).bmp,4624,2057,216,109211,108549,0.606166
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4864(iou_0.00).bmp,4625,2429,121,96071,95496,0.598516
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4865(iou_0.00).bmp,4626,205,28,20891,20792,0.473888
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4866(iou_0.00).bmp,4627,1444,108,76178,76157,0.027567
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4867(iou_0.00).bmp,4628,914,104,93612,91727,2.013631
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4868(iou_0.00).bmp,4629,1032,150,101225,99457,1.746604
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4869(iou_0.00).bmp,4630,2757,721,87524,86806,0.820346
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4870(iou_0.00).bmp,4631,1180,116,52086,51766,0.614369
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4871(iou_0.00).bmp,4632,2113,275,101606,101187,0.412377
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4872(iou_0.00).bmp,4633,425,95,16370,16210,0.977398
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4873(iou_0.00).bmp,4634,618,83,34170,33704,1.363769
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4874(iou_0.00).bmp,4635,892,74,64495,65066,28601821459120128.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4875(iou_0.00).bmp,4636,1595,158,100123,98419,1.701907
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4876(iou_0.00).bmp,4637,1964,448,102694,101916,0.757591
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4877(iou_0.00).bmp,4638,302,31,14618,14614,0.027364
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4878(iou_0.00).bmp,4639,657,121,28439,28381,0.203945
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4879(iou_0.00).bmp,4640,1919,188,102523,101605,0.895409
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4880(iou_0.00).bmp,4641,1222,239,90120,89860,0.288504
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4881(iou_0.00).bmp,4642,2166,210,102611,102810,17977355490295808.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4882(iou_0.00).bmp,4643,1099,234,60582,60438,0.237694
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4884(iou_0.00).bmp,4644,2208,157,96179,95729,0.467878
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4885(iou_0.00).bmp,4645,2388,551,140816,140474,0.242870
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4886(iou_0.00).bmp,4646,949,73,62025,61671,0.570738
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4887(iou_0.00).bmp,4647,181,24,13667,13596,0.519500
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4888(iou_0.00).bmp,4648,54,9,3925,3905,0.509554
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4889(iou_0.00).bmp,4649,645,75,66384,65337,1.577187
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4890(iou_0.00).bmp,4650,997,72,59763,60079,30866495437275136.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4891(iou_0.00).bmp,4651,983,62,49100,48923,0.360489
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4892(iou_0.00).bmp,4652,102,15,15407,15277,0.843772
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4893(iou_0.00).bmp,4653,440,66,33022,32490,1.611047
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4894(iou_0.00).bmp,4654,755,93,83632,83748,22057040771809280.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4895(iou_0.00).bmp,4655,615,59,30993,31218,59519064082481152.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4896(iou_0.00).bmp,4656,899,118,67621,67481,0.207036
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4897(iou_0.00).bmp,4657,191,31,32487,32194,0.901899
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4898(iou_0.00).bmp,4658,2312,164,96749,97074,19066598925008896.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4899(iou_0.00).bmp,4659,1826,413,68240,67962,0.407386
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4900(iou_0.00).bmp,4660,806,89,53314,53226,0.165060
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4901(iou_0.00).bmp,4661,217,41,34293,34304,53791574869409792.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4902(iou_0.00).bmp,4662,7,4,13,13,0.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4903(iou_0.00).bmp,4663,35,10,466,460,1.287554
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4905(iou_0.00).bmp,4664,857,180,55201,55009,0.347820
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4906(iou_0.00).bmp,4665,1165,110,58616,58395,0.377030
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4907(iou_0.00).bmp,4666,687,74,56454,56645,32675707461042176.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4908(iou_0.00).bmp,4667,1761,118,77416,77287,0.166632
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4909(iou_0.00).bmp,4668,1744,165,93274,93608,19776941418610688.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4910(iou_0.00).bmp,4669,943,157,96129,95058,1.114128
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4911(iou_0.00).bmp,4670,2059,139,98091,97035,1.076551
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4912(iou_0.00).bmp,4671,1719,147,111426,111089,0.302443
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4913(iou_0.00).bmp,4672,1296,142,97222,95245,2.033490
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4914(iou_0.00).bmp,4673,168,21,24536,24607,75182363134394368.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4915(iou_0.00).bmp,4674,199,26,16078,15705,2.319940
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4916(iou_0.00).bmp,4675,913,103,51668,51883,35702454666395648.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4917(iou_0.00).bmp,4676,1291,239,61348,61187,0.262437
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4918(iou_0.00).bmp,4677,2479,193,110799,111075,16648836206297088.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4919(iou_0.00).bmp,4678,784,83,72451,71416,1.428552
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4920(iou_0.00).bmp,4679,535,47,29476,29461,0.050889
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4921(iou_0.00).bmp,4680,1478,141,57241,57107,0.234098
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4922(iou_0.00).bmp,4681,755,62,43583,43282,0.690636
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4923(iou_0.00).bmp,4682,857,170,100150,100483,18419115425267712.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4924(iou_0.00).bmp,4683,2298,562,142068,141825,0.171045
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4925(iou_0.00).bmp,4684,1198,90,49735,49301,0.872625
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4926(iou_0.00).bmp,4685,2845,486,94992,94643,0.367399
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4927(iou_0.00).bmp,4686,1235,245,60292,60108,0.305181
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4928(iou_0.00).bmp,4687,2127,203,114626,113952,0.587999
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4929(iou_0.00).bmp,4688,2415,107,96057,95289,0.799525
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4930(iou_0.00).bmp,4689,190,25,21054,20772,1.339413
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4931(iou_0.00).bmp,4690,1429,105,75785,76195,24340891778940928.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4932(iou_0.00).bmp,4691,940,115,93837,92421,1.509000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4933(iou_0.00).bmp,4692,1015,147,100086,97956,2.128170
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4934(iou_0.00).bmp,4693,1420,307,138681,138262,0.302132
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4935(iou_0.00).bmp,4694,1099,107,50062,49379,1.364308
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4936(iou_0.00).bmp,4695,2085,287,98352,97924,0.435172
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4937(iou_0.00).bmp,4696,582,128,13949,13788,1.154205
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4938(iou_0.00).bmp,4697,523,69,31670,31071,1.891380
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4939(iou_0.00).bmp,4698,901,84,65029,65753,28366951172538368.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4940(iou_0.00).bmp,4699,1537,154,98469,96270,2.233190
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4941(iou_0.00).bmp,4700,2328,525,92532,91495,1.120693
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4942(iou_0.00).bmp,4701,281,34,13368,13400,137991801662341120.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4943(iou_0.00).bmp,4702,661,123,29432,29393,0.132509
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4944(iou_0.00).bmp,4703,1904,165,102331,101593,0.721189
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4945(iou_0.00).bmp,4704,2728,605,73289,72959,0.450272
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4946(iou_0.00).bmp,4705,2122,178,100396,100148,0.247022
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4947(iou_0.00).bmp,4706,2163,491,47118,46663,0.965661
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4952(iou_0.00).bmp,4707,939,79,61151,60658,0.806201
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4953(iou_0.00).bmp,4708,179,21,12765,12539,1.770466
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4954(iou_0.00).bmp,4709,47,9,3820,3785,0.916230
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4955(iou_0.00).bmp,4710,639,79,65877,65365,0.777206
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4956(iou_0.00).bmp,4711,980,82,59300,59840,31107494642188288.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4957(iou_0.00).bmp,4712,970,53,49329,48834,1.003466
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4958(iou_0.00).bmp,4713,84,12,15647,15508,0.888349
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4959(iou_0.00).bmp,4714,1346,115,69540,68849,0.993673
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4960(iou_0.00).bmp,4715,611,79,83248,82921,0.392802
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4961(iou_0.00).bmp,4716,2302,140,100966,100908,0.057445
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4962(iou_0.00).bmp,4717,767,84,63355,63257,0.154684
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4963(iou_0.00).bmp,4718,198,31,33171,33117,0.162793
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4964(iou_0.00).bmp,4719,2317,170,96612,96505,0.110752
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4965(iou_0.00).bmp,4720,1655,402,43350,42974,0.867359
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4966(iou_0.00).bmp,4721,820,95,49630,49497,0.267983
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4967(iou_0.00).bmp,4722,914,225,21601,21402,0.921254
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4968(iou_0.00).bmp,4723,2302,172,96565,95536,1.065603
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4969(iou_0.00).bmp,4724,2293,525,110899,110574,0.293059
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4970(iou_0.00).bmp,4725,568,115,44440,44343,0.218272
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4971(iou_0.00).bmp,4726,1224,125,58219,58010,0.358989
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4972(iou_0.00).bmp,4727,690,83,57807,58341,31910917667028992.000000
