file,index,original_capa,reduced_capa,증감율,,,평균 용량(byte),,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2329(iou_0.00).bmp,2250,12016,2536,0.788948069,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2330(iou_0.00).bmp,2251,19800,1600,0.919191919,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2331(iou_0.00).bmp,2252,5944,664,0.888290713,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2332(iou_0.00).bmp,2253,4512,432,0.904255319,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2333(iou_0.00).bmp,2254,11248,928,0.917496444,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2334(iou_0.00).bmp,2255,5808,472,0.918732782,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2335(iou_0.00).bmp,2256,6896,1360,0.802784223,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2336(iou_0.00).bmp,2257,16432,3984,0.757546251,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2337(iou_0.00).bmp,2258,9464,680,0.928148774,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2338(iou_0.00).bmp,2259,19312,3048,0.842170671,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2339(iou_0.00).bmp,2260,8136,1552,0.809242871,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2340(iou_0.00).bmp,2261,16664,1712,0.897263562,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2341(iou_0.00).bmp,2262,19208,872,0.954602249,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2342(iou_0.00).bmp,2263,1648,168,0.898058252,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2343(iou_0.00).bmp,2264,2008,616,0.693227092,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2344(iou_0.00).bmp,2265,7512,952,0.873269436,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2345(iou_0.00).bmp,2266,8032,1304,0.837649402,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2346(iou_0.00).bmp,2267,15584,3688,0.763347023,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2347(iou_0.00).bmp,2268,9080,808,0.911013216,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2348(iou_0.00).bmp,2269,14800,1832,0.876216216,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2349(iou_0.00).bmp,2270,80,24,0.7,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2350(iou_0.00).bmp,2271,1008,296,0.706349206,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2351(iou_0.00).bmp,2272,6768,632,0.906619385,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2352(iou_0.00).bmp,2273,12904,1288,0.900185989,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2353(iou_0.00).bmp,2274,21448,4624,0.784408803,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2354(iou_0.00).bmp,2275,2304,248,0.892361111,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2355(iou_0.00).bmp,2276,4656,768,0.835051546,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2356(iou_0.00).bmp,2277,14944,1504,0.899357602,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2357(iou_0.00).bmp,2278,9800,2416,0.753469388,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2358(iou_0.00).bmp,2279,17024,1616,0.905075188,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2359(iou_0.00).bmp,2280,9600,2040,0.7875,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2364(iou_0.00).bmp,2281,2152,560,0.739776952,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2365(iou_0.00).bmp,2282,1456,192,0.868131868,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2366(iou_0.00).bmp,2283,344,56,0.837209302,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2367(iou_0.00).bmp,2284,5648,744,0.868271955,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2368(iou_0.00).bmp,2285,8392,648,0.922783603,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2369(iou_0.00).bmp,2286,8336,496,0.94049904,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2370(iou_0.00).bmp,2287,888,112,0.873873874,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2371(iou_0.00).bmp,2288,3272,464,0.858190709,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2372(iou_0.00).bmp,2289,1096,264,0.759124088,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2373(iou_0.00).bmp,2290,4528,504,0.88869258,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2374(iou_0.00).bmp,2291,5528,584,0.894356006,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2375(iou_0.00).bmp,2292,1872,360,0.807692308,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2376(iou_0.00).bmp,2293,18320,1552,0.915283843,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2377(iou_0.00).bmp,2294,9752,2224,0.771944217,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2378(iou_0.00).bmp,2295,6760,784,0.884023669,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2379(iou_0.00).bmp,2296,4416,936,0.788043478,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2380(iou_0.00).bmp,2297,1664,368,0.778846154,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2381(iou_0.00).bmp,2298,3240,744,0.77037037,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2382(iou_0.00).bmp,2299,496,120,0.758064516,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2383(iou_0.00).bmp,2300,4512,1048,0.767730496,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2384(iou_0.00).bmp,2301,10024,952,0.905027933,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2385(iou_0.00).bmp,2302,5696,600,0.894662921,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2386(iou_0.00).bmp,2303,14256,1024,0.928170595,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2387(iou_0.00).bmp,2304,15248,1288,0.915529906,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2388(iou_0.00).bmp,2305,7544,1288,0.829268293,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2389(iou_0.00).bmp,2306,16648,1192,0.928399808,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2390(iou_0.00).bmp,2307,15184,1240,0.91833509,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2391(iou_0.00).bmp,2308,10184,1256,0.876669285,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2392(iou_0.00).bmp,2309,1648,200,0.878640777,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2393(iou_0.00).bmp,2310,1848,256,0.861471861,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2394(iou_0.00).bmp,2311,7896,832,0.894630193,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2395(iou_0.00).bmp,2312,336,112,0.666666667,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2396(iou_0.00).bmp,2313,5584,1400,0.749283668,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2397(iou_0.00).bmp,2314,6344,792,0.875157629,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2398(iou_0.00).bmp,2315,4224,376,0.910984848,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2399(iou_0.00).bmp,2316,11128,904,0.91876348,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2400(iou_0.00).bmp,2317,5800,464,0.92,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2401(iou_0.00).bmp,2318,7280,1408,0.806593407,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2402(iou_0.00).bmp,2319,9544,2088,0.781223806,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2403(iou_0.00).bmp,2320,9336,584,0.937446444,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2404(iou_0.00).bmp,2321,17416,2576,0.852090032,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2406(iou_0.00).bmp,2322,2960,752,0.745945946,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2407(iou_0.00).bmp,2323,19312,1040,0.946147473,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2408(iou_0.00).bmp,2324,1936,216,0.888429752,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2409(iou_0.00).bmp,2325,11600,888,0.923448276,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2410(iou_0.00).bmp,2326,7032,856,0.878270762,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2411(iou_0.00).bmp,2327,8032,1224,0.847609562,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2412(iou_0.00).bmp,2328,11696,2856,0.755813953,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2413(iou_0.00).bmp,2329,9048,816,0.909814324,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2414(iou_0.00).bmp,2330,15680,2384,0.847959184,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2415(iou_0.00).bmp,2331,3440,744,0.78372093,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2416(iou_0.00).bmp,2332,4496,576,0.871886121,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2417(iou_0.00).bmp,2333,6944,648,0.906682028,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2418(iou_0.00).bmp,2334,13152,1280,0.902676399,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2419(iou_0.00).bmp,2335,16144,3400,0.789395441,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2420(iou_0.00).bmp,2336,2576,304,0.881987578,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2421(iou_0.00).bmp,2337,4416,656,0.851449275,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2422(iou_0.00).bmp,2338,15288,1472,0.903715332,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2423(iou_0.00).bmp,2339,12320,2384,0.806493506,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2424(iou_0.00).bmp,2340,17256,1464,0.915159944,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2425(iou_0.00).bmp,2341,16040,3112,0.805985037,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2430(iou_0.00).bmp,2342,7560,664,0.912169312,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2431(iou_0.00).bmp,2343,1440,184,0.872222222,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2432(iou_0.00).bmp,2344,376,56,0.85106383,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2433(iou_0.00).bmp,2345,5568,584,0.895114943,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2434(iou_0.00).bmp,2346,8456,728,0.913907285,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2435(iou_0.00).bmp,2347,8136,504,0.938053097,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2436(iou_0.00).bmp,2348,696,104,0.850574713,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2437(iou_0.00).bmp,2349,3064,432,0.859007833,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2438(iou_0.00).bmp,2350,5144,584,0.886469673,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2439(iou_0.00).bmp,2351,4448,472,0.893884892,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2440(iou_0.00).bmp,2352,5536,616,0.888728324,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2441(iou_0.00).bmp,2353,1528,184,0.879581152,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2442(iou_0.00).bmp,2354,19704,1792,0.909053999,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2443(iou_0.00).bmp,2355,17240,4000,0.767981439,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2444(iou_0.00).bmp,2356,7008,800,0.885844749,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2445(iou_0.00).bmp,2357,5552,1208,0.782420749,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2446(iou_0.00).bmp,2358,1632,456,0.720588235,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2447(iou_0.00).bmp,2359,2304,600,0.739583333,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2448(iou_0.00).bmp,2360,176,40,0.772727273,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2449(iou_0.00).bmp,2361,5168,1056,0.795665635,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2450(iou_0.00).bmp,2362,10160,1080,0.893700787,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2451(iou_0.00).bmp,2363,5984,728,0.878342246,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2452(iou_0.00).bmp,2364,14568,1184,0.918725975,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2453(iou_0.00).bmp,2365,14896,1544,0.896348013,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2454(iou_0.00).bmp,2366,7824,1280,0.836400818,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2455(iou_0.00).bmp,2367,16224,1088,0.932938856,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2456(iou_0.00).bmp,2368,14232,1168,0.917931422,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2457(iou_0.00).bmp,2369,9968,1120,0.887640449,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2458(iou_0.00).bmp,2370,1536,168,0.890625,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2459(iou_0.00).bmp,2371,1608,248,0.845771144,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2460(iou_0.00).bmp,2372,7192,680,0.905450501,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2461(iou_0.00).bmp,2373,10264,2184,0.787217459,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2462(iou_0.00).bmp,2374,18784,1280,0.931856899,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2463(iou_0.00).bmp,2375,6672,784,0.882494005,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2464(iou_0.00).bmp,2376,4616,432,0.906412478,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2465(iou_0.00).bmp,2377,11816,1184,0.899796886,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2466(iou_0.00).bmp,2378,5784,456,0.921161826,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2467(iou_0.00).bmp,2379,6664,1232,0.81512605,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2468(iou_0.00).bmp,2380,27400,6736,0.754160584,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2469(iou_0.00).bmp,2381,9536,632,0.933724832,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2470(iou_0.00).bmp,2382,15544,2288,0.852804941,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2471(iou_0.00).bmp,2383,7832,1576,0.798774259,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2472(iou_0.00).bmp,2384,17464,1912,0.890517636,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2473(iou_0.00).bmp,2385,19128,944,0.950648264,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2474(iou_0.00).bmp,2386,1688,176,0.895734597,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2475(iou_0.00).bmp,2387,1224,224,0.816993464,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2476(iou_0.00).bmp,2388,7016,808,0.884834664,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2477(iou_0.00).bmp,2389,8128,1248,0.846456693,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2478(iou_0.00).bmp,2390,15944,3840,0.75915705,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2479(iou_0.00).bmp,2391,9232,808,0.912478336,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2480(iou_0.00).bmp,2392,14632,1856,0.873154729,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2481(iou_0.00).bmp,2393,168,56,0.666666667,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2482(iou_0.00).bmp,2394,824,240,0.708737864,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2483(iou_0.00).bmp,2395,7192,664,0.907675195,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2484(iou_0.00).bmp,2396,13024,1248,0.904176904,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2485(iou_0.00).bmp,2397,19848,4504,0.773075373,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2486(iou_0.00).bmp,2398,2544,304,0.880503145,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2487(iou_0.00).bmp,2399,5560,1096,0.802877698,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2488(iou_0.00).bmp,2400,15016,1368,0.908897176,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2489(iou_0.00).bmp,2401,12424,2992,0.759175789,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2490(iou_0.00).bmp,2402,16768,1600,0.904580153,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2491(iou_0.00).bmp,2403,12512,2696,0.784526854,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2496(iou_0.00).bmp,2404,712,224,0.685393258,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2497(iou_0.00).bmp,2405,1280,168,0.86875,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2498(iou_0.00).bmp,2406,432,64,0.851851852,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2499(iou_0.00).bmp,2407,5432,616,0.886597938,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2500(iou_0.00).bmp,2408,8264,632,0.923523717,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2501(iou_0.00).bmp,2409,7872,416,0.947154472,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2502(iou_0.00).bmp,2410,824,112,0.86407767,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2503(iou_0.00).bmp,2411,3096,440,0.857881137,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2505(iou_0.00).bmp,2412,4512,472,0.895390071,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2506(iou_0.00).bmp,2413,5648,720,0.872521246,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2507(iou_0.00).bmp,2414,1384,232,0.832369942,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2508(iou_0.00).bmp,2415,18504,1296,0.929961089,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2509(iou_0.00).bmp,2416,10440,2408,0.769348659,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2510(iou_0.00).bmp,2417,6816,792,0.883802817,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2511(iou_0.00).bmp,2418,4264,1000,0.765478424,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2512(iou_0.00).bmp,2419,1328,352,0.734939759,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2513(iou_0.00).bmp,2420,2928,680,0.767759563,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2514(iou_0.00).bmp,2421,1032,224,0.782945736,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2515(iou_0.00).bmp,2422,5056,984,0.805379747,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2516(iou_0.00).bmp,2423,9648,1008,0.895522388,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2517(iou_0.00).bmp,2424,5568,648,0.88362069,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2518(iou_0.00).bmp,2425,14352,1032,0.928093645,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2519(iou_0.00).bmp,2426,14384,1312,0.908787542,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2520(iou_0.00).bmp,2427,8192,1432,0.825195313,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2521(iou_0.00).bmp,2428,16552,1200,0.927501208,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2522(iou_0.00).bmp,2429,14352,1232,0.914158305,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2523(iou_0.00).bmp,2430,10248,1168,0.886026542,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2524(iou_0.00).bmp,2431,1504,168,0.888297872,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2525(iou_0.00).bmp,2432,1560,192,0.876923077,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2526(iou_0.00).bmp,2433,8472,1064,0.874409821,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2527(iou_0.00).bmp,2434,5336,712,0.866566717,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2528(iou_0.00).bmp,2435,4640,1128,0.756896552,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2529(iou_0.00).bmp,2436,6208,680,0.890463918,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2530(iou_0.00).bmp,2437,4952,520,0.894991922,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2531(iou_0.00).bmp,2438,11640,1128,0.903092784,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2532(iou_0.00).bmp,2439,5976,480,0.919678715,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2533(iou_0.00).bmp,2440,7088,1416,0.800225734,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2534(iou_0.00).bmp,2441,10992,2568,0.766375546,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2535(iou_0.00).bmp,2442,9424,688,0.926994907,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2536(iou_0.00).bmp,2443,20048,3112,0.844772546,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2537(iou_0.00).bmp,2444,3120,464,0.851282051,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2538(iou_0.00).bmp,2445,4304,1064,0.752788104,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2539(iou_0.00).bmp,2446,19440,984,0.949382716,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2540(iou_0.00).bmp,2447,1616,192,0.881188119,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2541(iou_0.00).bmp,2448,11544,776,0.932778933,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2542(iou_0.00).bmp,2449,7400,864,0.883243243,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2543(iou_0.00).bmp,2450,8584,1336,0.844361603,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2544(iou_0.00).bmp,2451,17448,4376,0.749197616,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2545(iou_0.00).bmp,2452,9144,832,0.909011374,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2546(iou_0.00).bmp,2453,16544,2312,0.860251451,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2547(iou_0.00).bmp,2454,1888,432,0.771186441,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2548(iou_0.00).bmp,2455,4536,512,0.88712522,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2549(iou_0.00).bmp,2456,7120,648,0.908988764,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2550(iou_0.00).bmp,2457,12984,1312,0.898952557,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2551(iou_0.00).bmp,2458,18992,4144,0.781802864,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2552(iou_0.00).bmp,2459,2552,280,0.890282132,,,,,,
