file,index,original_capa,reduced_capa,증감율,,,평균 용량(byte),,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4780(iou_0.00).bmp,4541,6952,1200,0.827387802,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4781(iou_0.00).bmp,4542,16224,1064,0.934418146,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4782(iou_0.00).bmp,4543,14144,1128,0.920248869,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4783(iou_0.00).bmp,4544,10664,1280,0.879969992,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4784(iou_0.00).bmp,4545,1456,152,0.895604396,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4785(iou_0.00).bmp,4546,1560,224,0.856410256,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4786(iou_0.00).bmp,4547,7352,640,0.912948857,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4787(iou_0.00).bmp,4548,11344,2664,0.7651622,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4788(iou_0.00).bmp,4549,19240,1336,0.930561331,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4789(iou_0.00).bmp,4550,6256,744,0.881074169,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4790(iou_0.00).bmp,4551,4160,464,0.888461538,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4791(iou_0.00).bmp,4552,12016,1016,0.915446072,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4792(iou_0.00).bmp,4553,5968,536,0.910187668,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4793(iou_0.00).bmp,4554,6592,1288,0.80461165,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4794(iou_0.00).bmp,4555,11408,2464,0.78401122,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4795(iou_0.00).bmp,4556,9456,680,0.928087986,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4796(iou_0.00).bmp,4557,19640,3472,0.823217923,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4797(iou_0.00).bmp,4558,9560,1816,0.810041841,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4798(iou_0.00).bmp,4559,16632,1592,0.904280904,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4799(iou_0.00).bmp,4560,19232,960,0.950083195,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4800(iou_0.00).bmp,4561,1624,208,0.871921182,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4801(iou_0.00).bmp,4562,11592,760,0.934437543,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4802(iou_0.00).bmp,4563,7256,936,0.871003308,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4803(iou_0.00).bmp,4564,8456,1280,0.848628193,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4804(iou_0.00).bmp,4565,23064,5664,0.754422477,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4805(iou_0.00).bmp,4566,8848,832,0.90596745,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4806(iou_0.00).bmp,4567,15168,1880,0.876054852,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4807(iou_0.00).bmp,4568,4056,920,0.773175542,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4808(iou_0.00).bmp,4569,4272,520,0.878277154,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4809(iou_0.00).bmp,4570,7224,744,0.897009967,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4810(iou_0.00).bmp,4571,12952,1392,0.892526251,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4811(iou_0.00).bmp,4572,16160,3472,0.785148515,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4812(iou_0.00).bmp,4573,2384,272,0.88590604,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4813(iou_0.00).bmp,4574,4656,784,0.83161512,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4814(iou_0.00).bmp,4575,14944,1520,0.898286938,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4815(iou_0.00).bmp,4576,9024,1664,0.815602837,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4816(iou_0.00).bmp,4577,16904,1496,0.911500237,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4817(iou_0.00).bmp,4578,9920,2112,0.787096774,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4818(iou_0.00).bmp,4579,136,48,0.647058824,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4819(iou_0.00).bmp,4580,17360,1248,0.928110599,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4820(iou_0.00).bmp,4581,20864,4816,0.769171779,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4821(iou_0.00).bmp,4582,7640,696,0.908900524,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4822(iou_0.00).bmp,4583,1392,152,0.890804598,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4823(iou_0.00).bmp,4584,376,48,0.872340426,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4824(iou_0.00).bmp,4585,5264,632,0.87993921,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4825(iou_0.00).bmp,4586,8040,616,0.923383085,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4826(iou_0.00).bmp,4587,7920,512,0.935353535,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4827(iou_0.00).bmp,4588,712,120,0.831460674,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4828(iou_0.00).bmp,4589,3464,424,0.877598152,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4829(iou_0.00).bmp,4590,5776,664,0.885041551,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4830(iou_0.00).bmp,4591,4624,488,0.894463668,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4831(iou_0.00).bmp,4592,5920,584,0.901351351,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4832(iou_0.00).bmp,4593,1376,256,0.813953488,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4833(iou_0.00).bmp,4594,17792,1384,0.92221223,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4834(iou_0.00).bmp,4595,13784,3176,0.769587928,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4835(iou_0.00).bmp,4596,6160,768,0.875324675,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4836(iou_0.00).bmp,4597,3848,952,0.752598753,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4837(iou_0.00).bmp,4598,1800,432,0.76,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4838(iou_0.00).bmp,4599,1384,376,0.728323699,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4839(iou_0.00).bmp,4600,392,96,0.755102041,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4840(iou_0.00).bmp,4601,6248,1248,0.800256082,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4841(iou_0.00).bmp,4602,10008,912,0.908872902,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4842(iou_0.00).bmp,4603,5576,592,0.893830703,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4843(iou_0.00).bmp,4604,14296,920,0.935646335,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4844(iou_0.00).bmp,4605,14480,1232,0.914917127,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4845(iou_0.00).bmp,4606,6784,1080,0.840801887,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4846(iou_0.00).bmp,4607,16256,1008,0.937992126,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4847(iou_0.00).bmp,4608,14304,1264,0.91163311,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4848(iou_0.00).bmp,4609,10312,1168,0.886733902,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4849(iou_0.00).bmp,4610,1520,200,0.868421053,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4850(iou_0.00).bmp,4611,1624,184,0.886699507,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4851(iou_0.00).bmp,4612,7664,824,0.892484342,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4852(iou_0.00).bmp,4613,12128,2584,0.786939314,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4853(iou_0.00).bmp,4614,19480,1328,0.931827515,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4854(iou_0.00).bmp,4615,6784,728,0.892688679,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4855(iou_0.00).bmp,4616,4328,432,0.900184843,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4856(iou_0.00).bmp,4617,11096,912,0.917808219,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4857(iou_0.00).bmp,4618,6000,520,0.913333333,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4858(iou_0.00).bmp,4619,6568,1288,0.803897686,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4859(iou_0.00).bmp,4620,16488,3952,0.760310529,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4860(iou_0.00).bmp,4621,9288,600,0.935400517,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4861(iou_0.00).bmp,4622,16928,2656,0.843100189,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4862(iou_0.00).bmp,4623,8800,1968,0.776363636,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4863(iou_0.00).bmp,4624,16456,1728,0.894992708,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4864(iou_0.00).bmp,4625,19432,968,0.950185261,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4865(iou_0.00).bmp,4626,1640,224,0.863414634,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4866(iou_0.00).bmp,4627,11552,864,0.925207756,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4867(iou_0.00).bmp,4628,7312,832,0.886214442,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4868(iou_0.00).bmp,4629,8256,1200,0.854651163,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4869(iou_0.00).bmp,4630,22056,5768,0.738483859,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4870(iou_0.00).bmp,4631,9440,928,0.901694915,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4871(iou_0.00).bmp,4632,16904,2200,0.869853289,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4872(iou_0.00).bmp,4633,3400,760,0.776470588,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4873(iou_0.00).bmp,4634,4944,664,0.865695793,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4874(iou_0.00).bmp,4635,7136,592,0.917040359,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4875(iou_0.00).bmp,4636,12760,1264,0.900940439,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4876(iou_0.00).bmp,4637,15712,3584,0.771894094,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4877(iou_0.00).bmp,4638,2416,248,0.897350993,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4878(iou_0.00).bmp,4639,5256,968,0.815829528,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4879(iou_0.00).bmp,4640,15352,1504,0.902032308,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4880(iou_0.00).bmp,4641,9776,1912,0.804418985,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4881(iou_0.00).bmp,4642,17328,1680,0.903047091,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4882(iou_0.00).bmp,4643,8792,1872,0.787079163,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4884(iou_0.00).bmp,4644,17664,1256,0.928894928,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4885(iou_0.00).bmp,4645,19104,4408,0.769262982,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4886(iou_0.00).bmp,4646,7592,584,0.923076923,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4887(iou_0.00).bmp,4647,1448,192,0.867403315,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4888(iou_0.00).bmp,4648,432,72,0.833333333,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4889(iou_0.00).bmp,4649,5160,600,0.88372093,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4890(iou_0.00).bmp,4650,7976,576,0.92778335,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4891(iou_0.00).bmp,4651,7864,496,0.936927772,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4892(iou_0.00).bmp,4652,816,120,0.852941176,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4893(iou_0.00).bmp,4653,3520,528,0.85,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4894(iou_0.00).bmp,4654,6040,744,0.876821192,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4895(iou_0.00).bmp,4655,4920,472,0.904065041,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4896(iou_0.00).bmp,4656,7192,944,0.868743048,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4897(iou_0.00).bmp,4657,1528,248,0.837696335,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4898(iou_0.00).bmp,4658,18496,1312,0.929065744,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4899(iou_0.00).bmp,4659,14608,3304,0.773822563,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4900(iou_0.00).bmp,4660,6448,712,0.889578164,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4901(iou_0.00).bmp,4661,1736,328,0.811059908,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4902(iou_0.00).bmp,4662,56,32,0.428571429,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4903(iou_0.00).bmp,4663,280,80,0.714285714,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4905(iou_0.00).bmp,4664,6856,1440,0.789964994,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4906(iou_0.00).bmp,4665,9320,880,0.905579399,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4907(iou_0.00).bmp,4666,5496,592,0.892285298,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4908(iou_0.00).bmp,4667,14088,944,0.932992618,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4909(iou_0.00).bmp,4668,13952,1320,0.905389908,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4910(iou_0.00).bmp,4669,7544,1256,0.833510074,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4911(iou_0.00).bmp,4670,16472,1112,0.932491501,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4912(iou_0.00).bmp,4671,13752,1176,0.914485166,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4913(iou_0.00).bmp,4672,10368,1136,0.890432099,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4914(iou_0.00).bmp,4673,1344,168,0.875,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4915(iou_0.00).bmp,4674,1592,208,0.869346734,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4916(iou_0.00).bmp,4675,7304,824,0.887185104,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4917(iou_0.00).bmp,4676,10328,1912,0.814872192,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4918(iou_0.00).bmp,4677,19832,1544,0.922146027,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4919(iou_0.00).bmp,4678,6272,664,0.894132653,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4920(iou_0.00).bmp,4679,4280,376,0.912149533,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4921(iou_0.00).bmp,4680,11824,1128,0.904600812,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4922(iou_0.00).bmp,4681,6040,496,0.917880795,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4923(iou_0.00).bmp,4682,6856,1360,0.801633606,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4924(iou_0.00).bmp,4683,18384,4496,0.755439513,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4925(iou_0.00).bmp,4684,9584,720,0.924874791,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4926(iou_0.00).bmp,4685,22760,3888,0.829173989,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4927(iou_0.00).bmp,4686,9880,1960,0.801619433,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4928(iou_0.00).bmp,4687,17016,1624,0.904560414,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4929(iou_0.00).bmp,4688,19320,856,0.955693582,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4930(iou_0.00).bmp,4689,1520,200,0.868421053,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4931(iou_0.00).bmp,4690,11432,840,0.926522043,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4932(iou_0.00).bmp,4691,7520,920,0.877659574,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4933(iou_0.00).bmp,4692,8120,1176,0.855172414,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4934(iou_0.00).bmp,4693,11360,2456,0.783802817,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4935(iou_0.00).bmp,4694,8792,856,0.902638763,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4936(iou_0.00).bmp,4695,16680,2296,0.86235012,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4937(iou_0.00).bmp,4696,4656,1024,0.780068729,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4938(iou_0.00).bmp,4697,4184,552,0.868068834,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4939(iou_0.00).bmp,4698,7208,672,0.906770255,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4940(iou_0.00).bmp,4699,12296,1232,0.899804815,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4941(iou_0.00).bmp,4700,18624,4200,0.774484536,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4942(iou_0.00).bmp,4701,2248,272,0.879003559,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4943(iou_0.00).bmp,4702,5288,984,0.813918306,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4944(iou_0.00).bmp,4703,15232,1320,0.913340336,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4945(iou_0.00).bmp,4704,21824,4840,0.778225806,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4946(iou_0.00).bmp,4705,16976,1424,0.916116871,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4947(iou_0.00).bmp,4706,17304,3928,0.773000462,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4952(iou_0.00).bmp,4707,7512,632,0.915867945,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4953(iou_0.00).bmp,4708,1432,168,0.882681564,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4954(iou_0.00).bmp,4709,376,72,0.808510638,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4955(iou_0.00).bmp,4710,5112,632,0.876369327,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4956(iou_0.00).bmp,4711,7840,656,0.916326531,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4957(iou_0.00).bmp,4712,7760,424,0.945360825,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4958(iou_0.00).bmp,4713,672,96,0.857142857,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4959(iou_0.00).bmp,4714,10768,920,0.914561664,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4960(iou_0.00).bmp,4715,4888,632,0.870703764,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4961(iou_0.00).bmp,4716,18416,1120,0.939183319,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4962(iou_0.00).bmp,4717,6136,672,0.890482399,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4963(iou_0.00).bmp,4718,1584,248,0.843434343,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4964(iou_0.00).bmp,4719,18536,1360,0.926629262,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4965(iou_0.00).bmp,4720,13240,3216,0.757099698,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4966(iou_0.00).bmp,4721,6560,760,0.884146341,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4967(iou_0.00).bmp,4722,7312,1800,0.753829322,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4968(iou_0.00).bmp,4723,18416,1376,0.925282363,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4969(iou_0.00).bmp,4724,18344,4200,0.771042303,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4970(iou_0.00).bmp,4725,4544,920,0.797535211,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4971(iou_0.00).bmp,4726,9792,1000,0.897875817,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4972(iou_0.00).bmp,4727,5520,664,0.879710145,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4973(iou_0.00).bmp,4728,14296,968,0.932288752,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4974(iou_0.00).bmp,4729,13976,1280,0.908414425,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4975(iou_0.00).bmp,4730,7520,1312,0.825531915,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4976(iou_0.00).bmp,4731,16056,1176,0.926756353,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4977(iou_0.00).bmp,4732,14096,1280,0.909194098,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4978(iou_0.00).bmp,4733,9888,1224,0.876213592,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4979(iou_0.00).bmp,4734,1608,208,0.870646766,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4980(iou_0.00).bmp,4735,1936,256,0.867768595,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4981(iou_0.00).bmp,4736,7904,792,0.899797571,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4982(iou_0.00).bmp,4737,13080,2976,0.772477064,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4983(iou_0.00).bmp,4738,19880,1544,0.922334004,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4984(iou_0.00).bmp,4739,6336,760,0.880050505,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4985(iou_0.00).bmp,4740,4752,488,0.897306397,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4986(iou_0.00).bmp,4741,12264,1104,0.909980431,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4987(iou_0.00).bmp,4742,6080,448,0.926315789,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4988(iou_0.00).bmp,4743,6424,1240,0.806973848,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4989(iou_0.00).bmp,4744,10456,2400,0.770466718,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4990(iou_0.00).bmp,4745,8744,744,0.914913083,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4991(iou_0.00).bmp,4746,16672,2440,0.853646833,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4992(iou_0.00).bmp,4747,10288,1896,0.815707621,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4993(iou_0.00).bmp,4748,16960,1656,0.902358491,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4994(iou_0.00).bmp,4749,19488,952,0.951149425,,,,,,
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_4995(iou_0.00).bmp,4750,1944,224,0.884773663,,,,,,
