index,before_pt,after_pt,before_area,after_area
7217,1,1,0,0,0.000000
7217,2,2,0,0,0.000000
7217,1,1,0,0,0.000000
7217,6,4,0,0,0.000000
7217,6,4,0,0,0.000000
7217,1,1,0,0,0.000000
7218,44,18,369,316,14.363144
7218,31,12,3287,3295,0.243383
7218,39,13,3440,3329,3.226744
7218,42,15,3435,3488,1.542940
7218,33,12,3418,3330,2.574605
7218,32,10,3663,3618,1.228501
7218,12,4,3286,3262,0.730371
7219,2,2,425,423,0.470588
7219,2,2,3780,3765,0.396825
7219,1,1,4631,4604,0.583027
7219,1,1,14859,14719,0.942190
7219,7,3,8,4,50.000000
7219,1,1,16,11,31.250000
7219,1,1,76,70,7.894737
7219,262,113,1,1,0.000000
7219,2,2,3,3,0.000000
7219,3,2,18,7,61.111111
7219,1,1,61,22,63.934425
7219,7,4,46102,45828,0.594334
7219,4,2,1,1,0.000000
7219,2,2,1,1,0.000000
7219,1,1,26,13,50.000000
7219,9,6,1,1,0.000000
7219,4,3,1,1,0.000000
7219,3,2,3,3,0.000000
7219,109,43,4,4,0.000000
7219,5,4,0,0,0.000000
7219,38,15,0,0,0.000000
7219,52,20,0,0,0.000000
7219,12,4,0,0,0.000000
7220,14,5,5520,5545,0.452899
7220,97,18,20288,20230,0.285883
7220,169,32,18872,18954,0.434506
7220,17,8,5508,5371,2.487291
7220,168,32,106,107,0.943396
7220,4,3,20,12,40.000000
7220,16,7,18490,18545,0.297458
7220,83,37,87,99,13.793103
7220,2,2,18308,18291,0.092856
7220,6,4,11906,11859,0.394759
7220,167,29,488,486,0.409836
7220,142,36,0,0,0.000000
7220,72,28,0,0,0.000000
7220,2,2,0,0,0.000000
7221,179,33,4144,4076,1.640927
7221,136,33,16698,16532,0.994131
7221,153,33,16404,16256,0.902219
7221,184,28,16086,15865,1.373865
7221,62,19,16520,16388,0.799031
7222,112,23,3300,3329,0.878788
7222,151,29,7120,7052,0.955056
7222,137,31,26,20,23.076923
7222,169,35,326,324,0.613497
7222,183,31,1,1,0.000000
7222,43,15,6836,6794,0.614394
7222,1,1,19495,19451,0.225699
7222,18,12,17439,17196,1.393429
7222,6,3,17935,17823,0.624477
7222,28,7,18441,18487,0.249444
7222,79,38,13769,13708,0.443024
7222,6,4,0,0,0.000000
7222,11,5,0,0,0.000000
7222,3,2,0,0,0.000000
7223,36,11,10519,10460,0.560890
7223,53,19,325,304,6.461538
7223,67,21,9358,9492,1.431930
7223,70,20,11227,11156,0.632404
7223,11,6,11530,11529,0.008673
7223,63,18,6604,6606,0.030285
7224,64,12,18667,18661,0.032142
7224,165,30,2274,2250,1.055409
7224,173,36,17058,16931,0.744519
7224,176,36,17704,17594,0.621329
7224,176,35,18239,18086,0.838862
7224,52,14,16710,16583,0.760024
7224,161,34,5780,5769,0.190311
7225,1,1,9249,9116,1.437993
7225,2,2,5950,5938,0.201681
7225,20,12,19,11,42.105263
7225,1,1,1,1,0.000000
7225,10,6,42805,42682,0.287350
7225,1,1,61,55,9.836065
7225,1,1,6,6,0.000000
7225,1,1,1097,1079,1.640839
7225,3,2,25,17,32.000000
7225,9,6,80,53,33.750000
7225,8,5,1,1,0.000000
7225,182,85,1,1,0.000000
7225,1,1,298,279,6.375839
7225,1,1,391,321,17.902813
7225,4,3,1,1,0.000000
7225,8,5,1,1,0.000000
7225,1,1,3,3,0.000000
7225,68,25,1,1,0.000000
7225,1,1,58,64,10.344828
7225,9,5,342,344,0.584795
7225,9,4,1,1,0.000000
7225,2,2,41,27,34.146343
7225,2,2,77,60,22.077923
7225,12,5,3,3,0.000000
7225,5,3,5,5,0.000000
7225,1,1,35,24,31.428572
7225,30,16,75,68,9.333333
7225,8,6,1,1,0.000000
7225,1,1,4337,4237,2.305741
7225,2,2,1,1,0.000000
7225,1,1,9846,9900,0.548446
7225,1,1,94,84,10.638298
7225,22,8,189,153,19.047619
7225,24,14,6,3,50.000000
7225,1,1,1,1,0.000000
7225,1,1,1,1,0.000000
7225,8,5,1,1,0.000000
7225,4,3,54,52,3.703704
7225,71,34,1,1,0.000000
7225,1,1,624,570,8.653846
7225,3,3,4,4,0.000000
7225,2,2,1,1,0.000000
7225,8,3,0,0,0.000000
7225,216,72,0,0,0.000000
7225,2,2,0,0,0.000000
7225,21,13,0,0,0.000000
7225,1,1,0,0,0.000000
7225,1,1,0,0,0.000000
7225,5,3,0,0,0.000000
7225,83,36,0,0,0.000000
7225,3,3,0,0,0.000000
7225,1,1,0,0,0.000000
7225,77,32,0,0,0.000000
7225,4,3,0,0,0.000000
7226,17,7,7939,7896,0.541630
7226,79,18,10389,10327,0.596785
7226,75,21,9815,9786,0.295466
7226,72,17,9796,9672,1.265823
7226,71,18,10168,10013,1.524390
7226,51,13,619,621,0.323102
7227,30,8,5816,5718,1.685007
7227,86,22,9480,9431,0.516878
7227,82,21,9118,9049,0.756745
7227,77,22,9381,9198,1.950752
7227,86,20,9267,9271,0.043164
7227,53,12,3146,3133,0.413223
7228,1,1,29203,29047,0.534192
7228,83,38,12,5,58.333332
7228,1,1,19,17,10.526316
7228,6,4,1,1,0.000000
7228,3,2,12141,11902,1.968536
7228,200,79,1,1,0.000000
7228,2,2,0,0,0.000000
7228,22,11,0,0,0.000000
7228,1,1,0,0,0.000000
7229,14,4,7065,7105,0.566171
7229,17,8,17507,17524,0.097104
7229,100,22,20647,20536,0.537608
7229,154,35,3029,2946,2.740178
7229,21,10,19880,19875,0.025151
7229,156,37,297,285,4.040404
7229,54,29,17874,17837,0.207005
7229,1,1,12723,12691,0.251513
7229,3,3,4374,4344,0.685871
7229,170,29,311,301,3.215434
7229,155,29,0,0,0.000000
7229,61,18,0,0,0.000000
7230,44,18,18267,18242,0.136859
7230,6,4,231,227,1.731602
7230,4,3,206,193,6.310679
7230,8,4,28,29,3.571429
7230,20,12,15,10,33.333332
7230,1,1,29,24,17.241379
7230,14,7,5761,5783,0.381878
7230,97,32,0,0,0.000000
7231,69,21,3815,3762,1.389253
7231,76,20,8930,8851,0.884658
7231,98,34,43,37,13.953488
7231,90,19,1,1,0.000000
7231,154,47,37517,37359,0.421142
7231,1,1,9534,9400,1.405496
7231,6,3,9243,9268,0.270475
7231,92,20,9472,9392,0.844595
7231,37,7,8216,8291,0.912853
7232,11,4,607,605,0.329489
7232,80,17,9701,9686,0.154623
7232,70,20,10574,10543,0.293172
7232,93,16,9947,9819,1.286820
7232,90,20,10787,10763,0.222490
7232,85,21,10035,10045,0.099651
7232,14,7,324,258,20.370371
7233,4,2,384,358,6.770833
7233,40,15,3207,3117,2.806361
7233,41,14,2938,2933,0.170184
7233,40,12,3157,3133,0.760215
7233,38,10,2950,2900,1.694915
7233,40,19,3457,3396,1.764536
7233,28,13,2262,2247,0.663130
7233,14,4,12,4,66.666664
7234,1,1,310,302,2.580645
7234,2,2,4039,3948,2.253033
7234,59,26,4297,4244,1.233419
7234,1,1,11614,11510,0.895471
7234,1,1,97,73,24.742268
7234,4,3,1,1,0.000000
7234,2,2,30321,30195,0.415554
7234,2,2,10,10,0.000000
7234,1,1,1,1,0.000000
7234,33,18,1,1,0.000000
7234,1,1,1069,1129,5.612722
7234,49,19,1,1,0.000000
7234,1,1,407,411,0.982801
7234,1,1,1,1,0.000000
7234,3,3,3,3,0.000000
7234,362,148,3,3,0.000000
7234,1,1,9,6,33.333332
7234,10,7,1,1,0.000000
7234,4,3,2546,2375,6.716418
7234,2,2,3,1,66.666664
7234,9,6,0,3,0.000000
7234,6,5,0,0,0.000000
7234,2,2,0,0,0.000000
7234,1,1,0,0,0.000000
7234,29,16,0,0,0.000000
7234,13,5,0,0,0.000000
7234,1,1,0,0,0.000000
7234,1,1,0,0,0.000000
7234,1,1,0,0,0.000000
7234,1,1,0,0,0.000000
7234,12,4,0,0,0.000000
7234,103,43,0,0,0.000000
7234,1,1,0,0,0.000000
7234,1,1,0,0,0.000000
7234,4,4,0,0,0.000000
7234,2,2,0,0,0.000000
7234,39,14,0,0,0.000000
7234,46,13,0,0,0.000000
7234,13,4,0,0,0.000000
7235,16,6,19,19,0.000000
7235,107,19,5138,5098,0.778513
7235,157,29,19782,19789,0.035386
7235,181,32,13,11,15.384615
7235,1,1,19277,19210,0.347564
7235,58,25,4876,4910,0.697293
7235,3,2,1,1,0.000000
7235,164,33,18456,18408,0.260078
7235,4,3,18272,18415,0.782618
7235,145,34,12735,12728,0.054967
7235,55,18,795,730,8.176101
7235,3,3,0,0,0.000000
7236,172,41,1083,1054,2.677747
7236,178,31,3541,3509,0.903700
7236,129,31,16499,16289,1.272804
7236,160,31,16062,15917,0.902752
7236,56,9,17065,17064,0.005860
7236,23,9,16829,16879,0.297106
7237,121,28,6631,6555,1.146132
7237,149,31,6839,6767,1.052786
7237,172,31,18415,18420,0.027152
7237,176,33,17627,17557,0.397118
7237,162,42,18065,17796,1.489067
7237,41,13,19649,19617,0.162858
7237,31,6,13792,13717,0.543793
7238,31,9,10606,10593,0.122572
7238,72,22,163,132,19.018404
7238,73,23,9484,9231,2.667651
7238,74,18,11576,11501,0.647892
7238,10,5,11848,11794,0.455773
7238,78,15,7059,7031,0.396657
7239,68,15,18657,18775,0.632470
7239,168,31,2048,2102,2.636719
7239,177,34,17228,17127,0.586255
7239,172,37,17894,17904,0.055885
7239,167,30,18355,18141,1.165895
7239,39,9,17280,17252,0.162037
7239,150,29,6890,6825,0.943396
7240,4,3,222,228,2.702703
7240,1,1,3,3,0.000000
7240,1,1,335,336,0.298507
7240,69,31,197,195,1.015228
7240,2,2,8602,8587,0.174378
7240,7,4,215,221,2.790698
7240,7,5,3,3,0.000000
7240,2,2,33,25,24.242424
7240,10,6,20,12,40.000000
7240,9,5,19,6,68.421051
7240,26,10,190,172,9.473684
7240,30,16,3,3,0.000000
7240,225,95,12,8,33.333332
7240,2,2,1,1,0.000000
7240,9,5,3,3,0.000000
7240,2,2,19889,19944,0.276535
7240,1,1,34895,34627,0.768018
7240,6,4,920,887,3.586957
7240,1,1,1,1,0.000000
7240,1,1,3,3,0.000000
7240,7,4,161,154,4.347826
7240,4,3,11,10,9.090909
7240,17,8,77,70,9.090909
7240,2,2,1,1,0.000000
7240,1,1,1,1,0.000000
7240,62,27,31,27,12.903226
7240,2,2,1,1,0.000000
7240,1,1,94,82,12.765958
7240,1,1,4,4,0.000000
7240,338,159,19502,19581,0.405087
7240,2,2,239,246,2.928870
7240,6,4,526,530,0.760456
7240,6,4,60,57,5.000000
7240,2,2,73,67,8.219178
7240,227,80,3,3,0.000000
7240,1,1,36,36,0.000000
7240,8,5,44,1469,3238.636475
7240,1,1,1509,1,99.933731
7240,2,2,1,1,0.000000
7240,2,2,1,9,800.000000
7240,1,1,13,0,100.000000
7240,4,3,0,0,0.000000
7240,2,2,0,0,0.000000
7240,5,2,0,0,0.000000
7240,20,11,0,0,0.000000
7240,1,1,0,0,0.000000
7240,5,3,0,0,0.000000
7240,6,4,0,0,0.000000
7240,2,2,0,0,0.000000
7240,22,12,0,0,0.000000
7240,62,28,0,0,0.000000
7240,14,8,0,0,0.000000
7240,12,8,0,0,0.000000
7240,2,2,0,0,0.000000
7240,14,5,0,0,0.000000
7241,20,7,7668,7652,0.208659
7241,78,16,10207,10296,0.871951
7241,80,19,9655,9619,0.372864
7241,75,18,9728,9739,0.113076
7241,71,18,9852,9744,1.096224
7241,46,12,852,858,0.704225
7242,1,1,5347,5248,1.851506
7242,29,7,9664,9713,0.507036
7242,82,18,9042,8973,0.763106
7242,82,22,9508,9458,0.525873
7242,7,4,9641,9521,1.244684
7242,86,25,3518,3529,0.312678
7242,89,23,1,1,0.000000
7242,47,13,0,0,0.000000
7243,12,5,26910,26789,0.449647
7243,89,36,252,221,12.301587
7243,5,4,6,3,50.000000
7243,10,5,13,10,23.076923
7243,5,3,176,156,11.363636
7243,1,1,13,4,69.230766
7243,7,4,104,97,6.730769
7243,1,1,45,32,28.888889
7243,1,1,158,152,3.797468
7243,1,1,1,1,0.000000
7243,13,9,1,1,0.000000
7243,1,1,1,1,0.000000
7243,8,4,49,43,12.244898
7243,12,7,1,1,0.000000
7243,4,2,20,23,15.000000
7243,14,5,76,60,21.052631
7243,4,3,24,27,12.500000
7243,4,2,13716,13670,0.335375
7243,16,9,164,115,29.878048
7243,310,120,0,0,0.000000
7243,1,1,0,0,0.000000
7243,2,2,0,0,0.000000
7243,13,7,0,0,0.000000
7244,16,5,6270,6211,0.940989
7244,25,10,17566,17460,0.603438
7244,110,19,20499,20402,0.473194
7244,167,27,8924,8912,0.134469
7244,178,32,19916,19780,0.682868
7244,95,43,18275,18353,0.426813
7244,1,1,13480,13406,0.548961
7244,1,1,4846,4857,0.226991
7244,8,7,343,325,5.247813
7244,177,35,0,0,0.000000
7244,152,29,0,0,0.000000
7244,67,21,0,0,0.000000
7245,45,12,16771,16626,0.864588
7245,52,26,2894,2896,0.069109
7245,117,51,5920,5691,3.868243
7245,1,1,0,0,0.000000
7245,17,9,0,0,0.000000
7245,1,1,0,0,0.000000
7245,2,2,0,0,0.000000
7245,3,2,0,0,0.000000
7245,30,17,0,0,0.000000
7246,5,4,3711,3741,0.808407
7246,61,20,8700,8815,1.321839
7246,89,21,38507,38300,0.537565
7246,75,20,9221,9253,0.347034
7246,91,24,8625,8558,0.776812
7246,113,30,9546,9606,0.628536
7246,89,21,7915,7914,0.012634
7246,38,6,274,277,1.094890
7247,8,5,527,482,8.538899
7247,77,20,9929,9912,0.171216
7247,86,17,10297,10312,0.145673
7247,79,17,9940,9937,0.030181
7247,90,22,10388,10282,1.020408
7247,73,19,10410,10319,0.874159
7247,15,7,265,266,0.377358
7248,36,15,279,280,0.358423
7248,41,13,3133,3105,0.893712
7248,48,15,3045,3051,0.197044
7248,38,13,3387,3294,2.745793
7248,28,14,3394,3400,0.176783
7248,28,12,3459,3452,0.202371
7248,10,4,3316,3334,0.542823
7249,32,17,283,310,9.540636
7249,1,1,3970,3825,3.652393
7249,106,44,4215,4144,1.684460
7249,3,2,1,1,0.000000
7249,1,1,16278,16234,0.270303
7249,2,2,584,586,0.342466
7249,102,43,86,72,16.279070
7249,1,1,1,1,0.000000
7249,2,2,4426,4347,1.784907
7249,2,2,17,10,41.176472
7249,1,1,4868,4775,1.910435
7249,4,2,5,5,0.000000
7249,6,4,1,1,0.000000
7249,2,2,9178,9137,0.446720
7249,8,6,1,1,0.000000
7249,1,1,1025,1011,1.365854
7249,5,3,0,0,0.000000
7249,95,44,0,0,0.000000
7249,4,3,0,0,0.000000
7249,3,3,0,0,0.000000
7249,5,3,0,0,0.000000
7249,9,6,0,0,0.000000
7249,1,1,0,0,0.000000
7249,9,6,0,0,0.000000
7249,28,19,0,0,0.000000
7249,69,20,0,0,0.000000
7249,1,1,0,0,0.000000
7249,49,14,0,0,0.000000
7249,56,13,0,0,0.000000
7249,14,3,0,0,0.000000
7250,12,5,5065,5068,0.059230
7250,117,18,19575,19641,0.337165
7250,163,29,18479,18473,0.032469
7250,176,32,5421,5365,1.033020
7250,1,1,1,1,0.000000
7250,52,20,18000,18087,0.483333
7250,175,39,18316,18333,0.092815
7250,155,29,12884,12882,0.015523
7250,43,15,799,779,2.503129
7251,163,29,3259,3294,1.073949
7251,157,28,16455,16579,0.753570
7251,129,35,16082,15951,0.814575
7251,174,31,16698,16593,0.628818
7251,48,17,16738,16620,0.704983
7251,1,1,0,0,0.000000
7252,113,25,6612,6567,0.680581
7252,156,33,377,369,2.122016
7252,151,32,38,37,2.631579
7252,168,36,1,1,0.000000
7252,163,34,6823,6814,0.131907
7252,45,16,18586,18479,0.575702
7252,1,1,18014,17967,0.260908
7252,7,5,17930,17986,0.312326
7252,26,15,19528,19409,0.609381
7252,29,9,14179,14180,0.007053
7253,32,10,10536,10563,0.256264
7253,74,19,196,146,25.510204
7253,66,18,9642,9700,0.601535
7253,71,21,11638,11611,0.231999
7253,10,4,11755,11812,0.484900
7253,73,20,7008,6845,2.325913
7254,20,6,7743,7789,0.594085
7254,82,16,10105,10035,0.692726
7254,74,17,9382,9395,0.138563
7254,79,16,9442,9347,1.006143
7254,69,16,9737,9663,0.759988
7254,55,15,815,795,2.453988
7255,29,9,5788,5684,1.796821
7255,88,20,9809,9759,0.509736
7255,86,18,9498,9573,0.789640
7255,82,24,9636,9638,0.020755
7255,72,21,9562,9450,1.171303
7255,52,14,3559,3587,0.786738
7256,30,14,16996,16779,1.276771
7256,78,37,14,6,57.142857
7256,5,3,1037,915,11.764706
7256,13,8,21,16,23.809525
7256,4,3,7346,7340,0.081677
7256,2,2,805,792,1.614907
7256,6,4,0,0,0.000000
7256,40,17,0,0,0.000000
7256,4,2,0,0,0.000000
7256,215,96,0,0,0.000000
7256,3,2,0,0,0.000000
7256,3,2,0,0,0.000000
7257,13,5,6212,6184,0.450741
7257,28,12,16984,16863,0.712435
7257,93,24,19942,19870,0.361047
7257,145,33,9592,9601,0.093828
7257,169,31,19502,19541,0.199979
7257,63,30,17525,17670,0.827389
7257,156,29,13205,13207,0.015146
7257,138,30,4848,4856,0.165017
7257,61,17,498,506,1.606426
7258,6,4,19839,19739,0.504058
7258,44,14,5355,5237,2.203548
7258,72,20,41,39,4.878049
7259,65,19,4284,4197,2.030812
7259,79,22,8701,8754,0.609125
7259,2,2,9300,9287,0.139785
7259,87,23,21,18,14.285714
7259,2,2,34836,34546,0.832472
7259,149,60,8958,8883,0.837240
7259,1,1,4,4,0.000000
7259,2,2,9088,9101,0.143046
7259,10,6,7686,7675,0.143117
7259,4,3,0,0,0.000000
7259,4,3,0,0,0.000000
7259,82,28,0,0,0.000000
7259,75,18,0,0,0.000000
7259,38,8,0,0,0.000000
7260,8,4,638,638,0.000000
7260,62,19,9716,9685,0.319061
7260,81,19,10441,10408,0.316062
7260,77,16,9569,9515,0.564322
7260,91,18,10375,10295,0.771084
7260,76,20,10095,10085,0.099059
7260,18,6,163,151,7.361963
7261,43,19,193,192,0.518135
7261,41,12,3355,3302,1.579732
7261,47,13,3369,3235,3.977441
7261,38,13,3494,3471,0.658271
7261,36,12,3388,3244,4.250295
7261,36,12,3799,3800,0.026323
7261,12,4,3285,3272,0.395738
7262,2,2,259,242,6.563706
7262,1,1,4076,4032,1.079490
7262,1,1,4686,4580,2.262057
7262,1,1,15999,15835,1.025064
7262,1,1,32100,31887,0.663551
7262,1,1,4,4,0.000000
7262,2,2,7817,7762,0.703595
7262,13,6,77,67,12.987013
7262,2,2,7,3,57.142857
7262,4,2,3,3,0.000000
7262,10,6,100,91,9.000000
7262,100,45,1,1,0.000000
7262,2,2,1,1,0.000000
7262,214,83,1,1,0.000000
7262,5,3,1,1,0.000000
7262,2,2,1,1,0.000000
7262,2,2,4,4,0.000000
7262,95,31,0,0,0.000000
7262,41,10,0,0,0.000000
7262,45,12,0,0,0.000000
7262,9,5,0,0,0.000000
7263,17,6,5283,5292,0.170358
7263,108,19,20081,19901,0.896370
7263,165,25,18727,18645,0.437870
7263,172,37,16,14,12.500000
7263,5,3,1109,1115,0.541028
7263,1,1,1,1,0.000000
7263,36,19,28,17,39.285713
7263,4,3,18693,18697,0.021398
7263,170,32,18290,18313,0.125752
7263,168,37,12953,12871,0.633058
7263,68,24,788,766,2.791878
7263,1,1,0,0,0.000000
7264,176,33,607,579,4.612850
7264,152,30,1,1,0.000000
7264,166,35,16199,16157,0.259275
7264,135,36,16850,16711,0.824926
7264,47,17,3564,3531,0.925926
7264,1,1,16607,16498,0.656350
7264,35,19,16793,16728,0.387066
7264,1,1,0,0,0.000000
7264,1,1,0,0,0.000000
7265,115,28,7272,7343,0.976348
7265,162,31,6968,7005,0.530999
7265,165,35,19828,19716,0.564858
7265,139,30,18005,17902,0.572063
7265,168,32,18642,18699,0.305761
7265,46,14,17500,17240,1.485714
7265,32,10,13815,13704,0.803474
7266,31,10,10406,10352,0.518931
7266,67,24,245,181,26.122450
7266,59,18,9299,9260,0.419400
7266,72,19,11098,11154,0.504595
7266,12,4,11465,11514,0.427388
7266,71,18,6562,6453,1.661079
7267,17,6,7940,8038,1.234257
7267,81,20,10487,10539,0.495852
7267,72,18,9679,9677,0.020663
7267,78,19,9726,9709,0.174789
7267,70,19,10065,10036,0.288127
7267,52,13,765,732,4.313725
7268,22,8,5989,5949,0.667891
7268,84,16,9751,9736,0.153830
7268,2,2,9089,9121,0.352074
7268,79,20,9729,9669,0.616713
7268,92,32,9251,9162,0.962058
7268,2,2,3394,3458,1.885681
7268,84,25,0,0,0.000000
7268,59,14,0,0,0.000000
7269,1,1,739,701,5.142084
7269,2,2,25,18,28.000000
7269,78,30,141,121,14.184397
7269,217,92,30,10,66.666664
7269,2,2,16758,16639,0.710109
7269,1,1,3,3,0.000000
7269,4,3,10864,10852,0.110457
7269,8,5,4,4,0.000000
7269,6,4,1,1,0.000000
7269,2,2,0,0,0.000000
7269,7,3,0,0,0.000000
7269,12,6,0,0,0.000000
7269,5,3,0,0,0.000000
7269,43,19,0,0,0.000000
7270,16,7,6647,6529,1.775237
7270,24,8,17458,17299,0.910757
7270,108,20,20518,20458,0.292426
7270,152,31,8586,8434,1.770324
7270,5,3,20069,19979,0.448453
7270,169,37,16,7,56.250000
7270,55,25,18583,18598,0.080719
7270,143,29,13524,13467,0.421473
7270,153,33,4594,4600,0.130605
7270,65,18,383,375,2.088773
7271,36,13,423,410,3.073286
7271,53,25,15156,14914,1.596727
7271,45,17,1,1,0.000000
7271,1,1,1,1,0.000000
7271,1,1,2031,1910,5.957656
7271,142,56,2447,2345,4.168369
7271,2,2,5398,5248,2.778807
7271,23,9,0,0,0.000000
7272,72,23,4387,4391,0.091178
7272,86,23,9341,9223,1.263248
7272,84,22,35615,35431,0.516636
7272,95,22,9873,9834,0.395017
7272,102,28,9765,9765,0.000000
7272,2,2,9906,9905,0.010095
7272,1,1,7842,7766,0.969141
7272,3,2,0,0,0.000000
7272,99,23,0,0,0.000000
7272,35,12,0,0,0.000000
7273,8,5,599,597,0.333890
7273,70,18,9061,9000,0.673215
7273,71,15,9634,9664,0.311397
7273,79,18,9535,9470,0.681699
7273,89,18,10058,10082,0.238616
7273,76,16,9627,9600,0.280461
7273,21,6,142,147,3.521127
7274,7,5,23136,23041,0.410616
7274,121,31,4,4,0.000000
7274,174,33,218,240,10.091743
7274,154,33,3,3,0.000000
7274,152,33,19818,19763,0.277525
7274,2,2,18873,18742,0.694113
7274,18,8,17695,17689,0.033908
7274,2,2,15890,15873,0.106986
7274,112,26,125,101,19.200001
7275,1,1,68400,68525,0.182749
7275,2,2,46,33,28.260870
7275,4,3,19912,19625,1.441342
7275,2,2,239,239,0.000000
7275,78,33,1,1,0.000000
7275,5,4,1,1,0.000000
7275,3,2,1,1,0.000000
7275,11,7,3,3,0.000000
7275,5,4,6833,6876,0.629299
7275,1,1,1,1,0.000000
7275,21,12,37,36,2.702703
7275,3,2,76,61,19.736841
7275,7,4,1,1,0.000000
7275,8,5,1,1,0.000000
7275,1,1,1,1,0.000000
7275,23,11,29,18,37.931034
7275,4,2,100,107,7.000000
7275,1,1,35053,34836,0.619063
7275,1,1,4,4,0.000000
7275,1,1,1,1,0.000000
7275,2,2,1,1,0.000000
7275,408,184,1,1,0.000000
7275,6,4,17,1,94.117645
7275,3,2,335,4,98.805969
7275,1,1,1,308,30700.000000
7275,2,2,40,1,97.500000
7275,52,23,32,39,21.875000
7275,1,1,8,29,262.500000
7275,2,2,1,3,200.000000
7275,8,4,260,1,99.615387
7275,17,4,3941,253,93.580307
7275,6,4,3,3893,129666.664063
7275,1,1,14,3,78.571426
7275,1,1,5,12,140.000000
7275,1,1,1,5,400.000000
7275,12,5,0,1,0.000000
7275,7,4,0,0,0.000000
7275,1,1,0,0,0.000000
7275,102,49,0,0,0.000000
7275,1,1,0,0,0.000000
7275,2,2,0,0,0.000000
7275,1,1,0,0,0.000000
7275,1,1,0,0,0.000000
7275,1,1,0,0,0.000000
7275,29,12,0,0,0.000000
7275,282,121,0,0,0.000000
7275,3,3,0,0,0.000000
7275,2,2,0,0,0.000000
7275,1,1,0,0,0.000000
7275,4,3,0,0,0.000000
7275,8,4,0,0,0.000000
7275,162,57,0,0,0.000000
7275,1,1,0,0,0.000000
7275,32,20,0,0,0.000000
7275,2,2,0,0,0.000000
7275,3,2,0,0,0.000000
7275,1,1,0,0,0.000000
7275,2,2,0,0,0.000000
7275,1,1,0,0,0.000000
7275,20,10,0,0,0.000000
7276,42,14,194,211,8.762887
7276,45,12,3052,3095,1.408912
7276,44,19,3312,3286,0.785024
7276,37,13,3190,3054,4.263323
7276,31,9,2796,2744,1.859800
7276,31,11,3352,3363,0.328162
7276,10,4,3074,3054,0.650618
7277,1,1,205,170,17.073172
7277,40,20,3,3,0.000000
7277,7,4,3584,3456,3.571429
7277,1,1,4222,4153,1.634297
7277,6,6,14287,14171,0.811927
7277,1,1,15,15,0.000000
7277,141,70,31153,31157,0.012840
7277,1,1,61,54,11.475410
7277,1,1,81,65,19.753086
7277,5,3,23,12,47.826088
7277,6,3,9459,9412,0.496881
7277,9,5,1,1,0.000000
7277,9,5,55,55,0.000000
7277,223,95,1,1,0.000000
7277,1,1,41,29,29.268293
7277,4,4,2521,2482,1.547005
7277,1,1,1,1,0.000000
7277,2,2,0,0,0.000000
7277,2,2,0,0,0.000000
7277,5,3,0,0,0.000000
7277,3,3,0,0,0.000000
7277,102,36,0,0,0.000000
7277,39,12,0,0,0.000000
7277,35,8,0,0,0.000000
7277,2,2,0,0,0.000000
7277,11,5,0,0,0.000000
7278,18,6,4906,4866,0.815328
7278,109,18,20199,20071,0.633695
7278,171,37,18804,18917,0.600936
7278,160,33,1,1,0.000000
7278,1,1,18781,18742,0.207657
7278,165,36,19018,19034,0.084131
7278,156,32,12638,12592,0.363982
7278,74,30,673,650,3.417533
7279,172,31,18,12,33.333332
7279,176,28,3706,3654,1.403130
7279,150,34,15987,16031,0.275224
7279,135,33,16093,15971,0.758094
7279,58,17,16689,16607,0.491342
7279,1,1,16500,16491,0.054545
7279,4,3,0,0,0.000000
7280,119,22,7101,7003,1.380087
7280,150,40,7384,7299,1.151138
7280,163,35,17206,16967,1.389050
7280,159,30,17555,17388,0.951296
7280,171,33,18972,18955,0.089606
7280,39,15,18234,18042,1.052978
7280,33,8,13641,13576,0.476505
7281,34,10,9881,9949,0.688189
7281,61,19,324,262,19.135803
7281,64,16,8971,8940,0.345558
7281,62,17,10771,10676,0.881998
7281,14,4,11079,11024,0.496435
7281,68,19,6316,6241,1.187460
7282,68,16,18577,18599,0.118426
7282,169,33,2454,2461,0.285249
7282,177,33,17626,17515,0.629752
7282,174,34,18287,18102,1.011648
7282,176,28,18279,18173,0.579900
7282,39,12,16950,17065,0.678466
7282,168,30,6565,6543,0.335110
7283,4,3,5527,5557,0.542790
7283,7,5,22098,22102,0.018101
7283,15,7,1,1,0.000000
7283,3,2,3,3,0.000000
7283,19,9,1,1,0.000000
7283,1,1,19,10,47.368420
7283,226,101,4,4,0.000000
7283,2,2,1,1,0.000000
7283,2,2,1,1,0.000000
7283,1,1,6,3,50.000000
7283,2,2,1,1,0.000000
7283,1,1,1,1,0.000000
7283,38,19,37778,37592,0.492350
7283,4,2,1,1,0.000000
7283,2,2,3,3,0.000000
7283,1,1,6,3,50.000000
7283,245,95,23363,23129,1.001584
7283,2,2,1,1,0.000000
7283,5,3,144,133,7.638889
7283,1,1,158,94,40.506329
7283,1,1,47,38,19.148935
7283,3,2,16,7,56.250000
7283,1,1,0,0,0.000000
7283,1,1,0,0,0.000000
7283,2,2,0,0,0.000000
7283,5,3,0,0,0.000000
7283,1,1,0,0,0.000000
7283,2,2,0,0,0.000000
7283,1,1,0,0,0.000000
7283,301,116,0,0,0.000000
7283,93,38,0,0,0.000000
7283,1,1,0,0,0.000000
7283,2,2,0,0,0.000000
7284,19,6,7741,7732,0.116264
