file,index,before_pt,after_pt,before_area,after_area
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3262(iou_0.00).bmp,3120,968,360,112151,111653,0.444044
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3263(iou_0.00).bmp,3121,114,52,2052,1897,7.553606
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3264(iou_0.00).bmp,3122,339,173,8705,8424,3.228030
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3265(iou_0.00).bmp,3123,881,176,99091,98848,0.245229
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3266(iou_0.00).bmp,3124,114,31,20851,20738,0.541940
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3267(iou_0.00).bmp,3125,662,143,77946,77527,0.537552
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3268(iou_0.00).bmp,3126,494,149,94530,94259,0.286681
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3269(iou_0.00).bmp,3127,622,190,102003,101563,0.431360
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3270(iou_0.00).bmp,3128,1156,552,118130,117767,0.307289
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3271(iou_0.00).bmp,3129,513,116,55271,54826,0.805124
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3272(iou_0.00).bmp,3130,1090,385,87185,86621,0.646900
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3273(iou_0.00).bmp,3131,167,69,22448,22389,0.262830
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3274(iou_0.00).bmp,3132,315,78,34699,34621,0.224790
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3275(iou_0.00).bmp,3133,459,106,64550,64054,0.768397
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3276(iou_0.00).bmp,3134,859,185,101211,100351,0.849710
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3277(iou_0.00).bmp,3135,948,398,93501,92895,0.648121
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3278(iou_0.00).bmp,3136,162,37,14660,14399,1.780355
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3279(iou_0.00).bmp,3137,343,125,32652,32489,0.499204
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3280(iou_0.00).bmp,3138,938,195,101981,101422,0.548141
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3281(iou_0.00).bmp,3139,893,427,77887,77495,0.503293
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3282(iou_0.00).bmp,3140,975,196,101681,100915,0.753336
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3283(iou_0.00).bmp,3141,775,320,40181,39358,2.048232
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3284(iou_0.00).bmp,3142,15,8,527,487,7.590133
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3288(iou_0.00).bmp,3143,432,94,63317,63361,29133950727225344.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3289(iou_0.00).bmp,3144,100,31,14168,14025,1.009317
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3290(iou_0.00).bmp,3145,28,8,4066,4082,453682824315142144.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3291(iou_0.00).bmp,3146,411,109,68829,68498,0.480902
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3292(iou_0.00).bmp,3147,501,112,65348,64908,0.673318
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3293(iou_0.00).bmp,3148,426,89,53993,53502,0.909377
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3294(iou_0.00).bmp,3149,63,17,17624,17683,104668318643781632.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3295(iou_0.00).bmp,3150,223,70,28186,28091,0.337047
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3296(iou_0.00).bmp,3151,396,136,84922,84607,0.370929
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3297(iou_0.00).bmp,3152,271,78,27656,27560,0.347122
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3298(iou_0.00).bmp,3153,319,93,57882,57511,0.640959
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3299(iou_0.00).bmp,3154,91,30,36699,36442,0.700292
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3300(iou_0.00).bmp,3155,892,207,97671,96883,0.806790
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3301(iou_0.00).bmp,3156,799,336,72820,72466,0.486130
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3302(iou_0.00).bmp,3157,409,102,50672,50114,1.101200
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3303(iou_0.00).bmp,3158,306,158,15553,15374,1.150903
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3304(iou_0.00).bmp,3159,108,42,7513,7511,0.026621
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3305(iou_0.00).bmp,3160,97,41,3318,3247,2.139843
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3306(iou_0.00).bmp,3161,49,25,2173,2105,3.129314
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3307(iou_0.00).bmp,3162,175,64,49498,49589,37267654565691392.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3308(iou_0.00).bmp,3163,546,115,60968,60507,0.756134
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3309(iou_0.00).bmp,3164,365,98,60067,59787,0.466146
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3310(iou_0.00).bmp,3165,702,163,80301,79776,0.653790
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3311(iou_0.00).bmp,3166,892,216,97256,96628,0.645719
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3312(iou_0.00).bmp,3167,529,163,99866,99329,0.537721
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3313(iou_0.00).bmp,3168,964,176,99004,98393,0.617147
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3314(iou_0.00).bmp,3169,771,190,115046,114093,0.828364
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3315(iou_0.00).bmp,3170,650,169,99399,99212,0.188131
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3316(iou_0.00).bmp,3171,106,28,24325,24277,0.197328
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3317(iou_0.00).bmp,3172,83,25,14227,14111,0.815351
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3318(iou_0.00).bmp,3173,410,112,53289,53155,0.251459
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3319(iou_0.00).bmp,3174,674,283,65802,65245,0.846479
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3320(iou_0.00).bmp,3175,978,240,114617,114365,0.219863
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3321(iou_0.00).bmp,3176,431,119,72918,72755,0.223539
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3322(iou_0.00).bmp,3177,240,53,29773,29504,0.903503
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3323(iou_0.00).bmp,3178,542,125,56096,55266,1.479606
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3324(iou_0.00).bmp,3179,310,67,41361,41288,0.176495
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3325(iou_0.00).bmp,3180,480,174,102238,101515,0.707173
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3326(iou_0.00).bmp,3181,905,397,157564,156581,0.623873
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3327(iou_0.00).bmp,3182,426,102,51782,51466,0.610251
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3328(iou_0.00).bmp,3183,989,383,104335,103929,0.389131
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3329(iou_0.00).bmp,3184,662,256,64722,64359,0.560860
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3330(iou_0.00).bmp,3185,1018,200,113653,113429,0.197091
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3331(iou_0.00).bmp,3186,892,178,95670,95523,0.153653
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3332(iou_0.00).bmp,3187,99,34,20316,20201,0.566056
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3333(iou_0.00).bmp,3188,666,142,76654,76386,0.349623
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3334(iou_0.00).bmp,3189,520,147,93559,93268,0.311034
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3335(iou_0.00).bmp,3190,625,199,101858,101340,0.508551
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3336(iou_0.00).bmp,3191,949,456,86594,86264,0.381089
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3337(iou_0.00).bmp,3192,532,122,51618,51384,0.453330
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3338(iou_0.00).bmp,3193,991,341,84113,83703,0.487440
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3339(iou_0.00).bmp,3194,160,76,16290,16150,0.859423
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3340(iou_0.00).bmp,3195,293,72,34523,34376,0.425803
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3341(iou_0.00).bmp,3196,517,109,64577,64162,0.642644
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3342(iou_0.00).bmp,3197,869,194,101059,99986,1.061756
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3343(iou_0.00).bmp,3198,1210,556,89375,88524,0.952168
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3344(iou_0.00).bmp,3199,165,36,14402,14110,2.027496
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3345(iou_0.00).bmp,3200,440,191,23634,23284,1.480917
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3346(iou_0.00).bmp,3201,923,215,103698,102885,0.784007
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3347(iou_0.00).bmp,3202,872,352,80945,80660,0.352091
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3348(iou_0.00).bmp,3203,969,208,102455,101760,0.678347
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3349(iou_0.00).bmp,3204,801,321,69042,68410,0.915385
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3350(iou_0.00).bmp,3205,8,4,158,149,5.696203
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3354(iou_0.00).bmp,3206,432,90,62863,62808,0.087492
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3355(iou_0.00).bmp,3207,89,26,13459,13445,0.104020
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3356(iou_0.00).bmp,3208,27,7,3769,3792,489433376172802048.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3357(iou_0.00).bmp,3209,398,110,67020,66699,0.478961
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3358(iou_0.00).bmp,3210,486,104,60385,60391,30548554040737792.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3359(iou_0.00).bmp,3211,397,88,49927,49912,0.030044
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3360(iou_0.00).bmp,3212,52,19,15844,15816,0.176723
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3361(iou_0.00).bmp,3213,248,75,32063,31909,0.480304
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3362(iou_0.00).bmp,3214,382,105,84617,84384,0.275358
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3363(iou_0.00).bmp,3215,277,71,31047,30931,0.373627
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3364(iou_0.00).bmp,3216,326,93,68156,67794,0.531134
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3365(iou_0.00).bmp,3217,79,26,32450,32332,0.363636
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3366(iou_0.00).bmp,3218,875,190,98564,98142,0.428148
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3367(iou_0.00).bmp,3219,351,174,20558,20391,0.812336
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3368(iou_0.00).bmp,3220,369,97,49133,48854,0.567846
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3369(iou_0.00).bmp,3221,379,181,26536,26533,0.011305
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3370(iou_0.00).bmp,3222,117,59,3059,2925,4.380517
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3373(iou_0.00).bmp,3223,378,147,38579,38290,0.749112
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3374(iou_0.00).bmp,3224,531,123,58056,57881,0.301433
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3375(iou_0.00).bmp,3225,357,99,56144,55723,0.749857
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3376(iou_0.00).bmp,3226,721,138,78357,77768,0.751688
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3377(iou_0.00).bmp,3227,899,213,94909,93847,1.118967
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3378(iou_0.00).bmp,3228,569,180,95873,95781,0.095960
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3379(iou_0.00).bmp,3229,885,181,95820,95492,0.342308
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3380(iou_0.00).bmp,3230,741,179,111232,110710,0.469289
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3381(iou_0.00).bmp,3231,669,199,95875,95500,0.391134
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3382(iou_0.00).bmp,3232,109,31,23793,23580,0.895221
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3383(iou_0.00).bmp,3233,108,24,15615,15297,2.036503
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3384(iou_0.00).bmp,3234,526,189,48436,47937,1.030225
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3385(iou_0.00).bmp,3235,521,270,44969,44847,0.271298
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3386(iou_0.00).bmp,3236,929,218,108939,108840,0.090877
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3387(iou_0.00).bmp,3237,432,124,74121,73637,0.652986
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3388(iou_0.00).bmp,3238,264,57,29991,29709,0.940282
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3389(iou_0.00).bmp,3239,576,149,55646,55393,0.454660
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3390(iou_0.00).bmp,3240,336,70,43647,43649,42263487509954560.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3391(iou_0.00).bmp,3241,520,192,101232,100514,0.709262
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3392(iou_0.00).bmp,3242,1024,491,146134,145960,0.119069
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3393(iou_0.00).bmp,3243,422,96,49429,49348,0.163871
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3394(iou_0.00).bmp,3244,1100,438,107395,106950,0.414358
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3395(iou_0.00).bmp,3245,663,300,58445,58068,0.645051
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3396(iou_0.00).bmp,3246,1046,218,113432,113270,0.142817
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3397(iou_0.00).bmp,3247,900,172,96672,96125,0.565831
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3398(iou_0.00).bmp,3248,120,31,21363,21083,1.310677
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3399(iou_0.00).bmp,3249,650,141,75084,74912,0.229077
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3400(iou_0.00).bmp,3250,524,145,92809,92732,0.082966
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3401(iou_0.00).bmp,3251,573,184,102620,102116,0.491132
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3402(iou_0.00).bmp,3252,1075,536,120389,119405,0.817350
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3403(iou_0.00).bmp,3253,526,126,52270,51949,0.614119
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3404(iou_0.00).bmp,3254,1084,359,88501,88118,0.432763
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3405(iou_0.00).bmp,3255,89,35,25693,25590,0.400887
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3406(iou_0.00).bmp,3256,347,102,34560,34427,0.384838
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3407(iou_0.00).bmp,3257,511,117,64089,63546,0.847259
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3408(iou_0.00).bmp,3258,875,191,101492,100859,0.623694
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3409(iou_0.00).bmp,3259,968,430,85357,84698,0.772052
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3410(iou_0.00).bmp,3260,160,37,14049,13804,1.743896
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3411(iou_0.00).bmp,3261,300,94,31987,31708,0.872229
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3412(iou_0.00).bmp,3262,950,197,104685,104100,0.558819
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3413(iou_0.00).bmp,3263,909,424,66990,66509,0.718018
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3414(iou_0.00).bmp,3264,964,228,102576,102190,0.376306
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3415(iou_0.00).bmp,3265,1017,487,46803,46054,1.600325
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3420(iou_0.00).bmp,3266,412,86,62175,62038,0.220346
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3421(iou_0.00).bmp,3267,98,26,13690,13701,134746120646557696.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3422(iou_0.00).bmp,3268,16,7,3731,3729,0.053605
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3423(iou_0.00).bmp,3269,377,101,66576,66410,0.249339
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3424(iou_0.00).bmp,3270,470,107,59502,59283,0.368055
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3425(iou_0.00).bmp,3271,394,89,49451,49224,0.459040
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3426(iou_0.00).bmp,3272,57,20,15774,15768,0.038037
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3427(iou_0.00).bmp,3273,240,67,32380,32205,0.540457
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3428(iou_0.00).bmp,3274,375,110,84300,84007,0.347568
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3429(iou_0.00).bmp,3275,280,72,31173,30916,0.824431
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3430(iou_0.00).bmp,3276,374,98,63753,63385,0.577228
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3431(iou_0.00).bmp,3277,95,32,31625,31524,0.319368
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3432(iou_0.00).bmp,3278,864,226,97591,97060,0.544108
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3433(iou_0.00).bmp,3279,699,293,68444,68226,0.318509
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3434(iou_0.00).bmp,3280,386,84,54993,54727,0.483698
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3435(iou_0.00).bmp,3281,174,70,31078,30821,0.826952
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3436(iou_0.00).bmp,3282,135,63,7309,7239,0.957723
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3437(iou_0.00).bmp,3283,144,66,8311,8105,2.478643
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3438(iou_0.00).bmp,3284,81,40,3160,3113,1.487342
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3439(iou_0.00).bmp,3285,270,114,41249,40935,0.761231
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3440(iou_0.00).bmp,3286,589,136,60969,60708,0.428086
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3441(iou_0.00).bmp,3287,368,90,56573,56212,0.638114
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3442(iou_0.00).bmp,3288,687,154,78878,78328,0.697279
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3443(iou_0.00).bmp,3289,839,173,93619,93316,0.323652
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3444(iou_0.00).bmp,3290,556,181,96767,96235,0.549774
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3445(iou_0.00).bmp,3291,931,190,96946,96809,0.141316
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3446(iou_0.00).bmp,3292,781,222,108681,108272,0.376331
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3447(iou_0.00).bmp,3293,694,191,100838,100545,0.290565
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3448(iou_0.00).bmp,3294,104,29,24035,23834,0.836280
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3449(iou_0.00).bmp,3295,87,29,16237,16252,113609315272622080.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3450(iou_0.00).bmp,3296,379,98,52908,53032,34865698400370688.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3451(iou_0.00).bmp,3297,627,281,34226,33853,1.089815
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3452(iou_0.00).bmp,3298,1006,254,111669,111048,0.556108
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3453(iou_0.00).bmp,3299,407,110,72988,72575,0.565846
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3454(iou_0.00).bmp,3300,248,62,29435,29270,0.560557
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3455(iou_0.00).bmp,3301,564,140,56184,55615,1.012744
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3456(iou_0.00).bmp,3302,333,69,43670,43762,42241226694459392.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3457(iou_0.00).bmp,3303,473,168,102022,101427,0.583208
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3458(iou_0.00).bmp,3304,738,333,147166,146814,0.239186
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3459(iou_0.00).bmp,3305,422,103,49738,49600,0.277454
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3460(iou_0.00).bmp,3306,1136,468,84823,84174,0.765123
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3461(iou_0.00).bmp,3307,649,281,57590,57414,0.305609
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3462(iou_0.00).bmp,3308,1050,199,113522,113054,0.412255
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3463(iou_0.00).bmp,3309,862,166,95659,95170,0.511191
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3464(iou_0.00).bmp,3310,124,34,20484,20312,0.839680
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3465(iou_0.00).bmp,3311,157,80,2969,2893,2.559784
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3466(iou_0.00).bmp,3312,525,149,96108,95760,0.362093
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3467(iou_0.00).bmp,3313,620,198,102262,101861,0.392130
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3468(iou_0.00).bmp,3314,1518,747,107398,106037,1.267249
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3469(iou_0.00).bmp,3315,529,119,53457,52985,0.882953
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3470(iou_0.00).bmp,3316,1040,360,88347,87725,0.704042
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3471(iou_0.00).bmp,3317,7,5,60,47,21.666666
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3472(iou_0.00).bmp,3318,92,48,2079,1982,4.665705
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3473(iou_0.00).bmp,3319,499,107,65890,65500,0.591896
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3474(iou_0.00).bmp,3320,871,193,100821,100066,0.748852
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3475(iou_0.00).bmp,3321,894,350,93981,93835,0.155351
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3476(iou_0.00).bmp,3322,161,42,14651,14544,0.730326
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3477(iou_0.00).bmp,3323,283,98,20757,20597,0.770824
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3478(iou_0.00).bmp,3324,926,207,103291,102552,0.715454
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_3479(iou_0.00).bmp,3325,574,225,91908,91775,0.144710
